Abbreviation,FIPS,name,geographytype,year,residentpopulation,percentchangeinresidentpopulatio,popdensity,geoid2,geoid,geodisplaylabel,giniIndex,total_pop,percentNoWeb,percentWithWeb,meanHouseholdSize,percentHsEdu,percentBachelorsEdu,medianHouseholdIncome,meanHouseholdIncome,perCapitaIncome,uninsuredRate,ueRate,percentArmedForces,total_higherEd,percentEnglishOnly,medianAge,percent65andOlder,percentHigherEd,y,x,geoid2_20,idxpopdens
MA,25,Massachusetts,State,2010,"6,547,629",3.0999999,839.4,2675,8600000US02675,ZCTA5 02675,.44530001,3031,14.120752,82.942924,2.0799999,97,46.299999,68638,88790,43051,1.6,2.2855134,0,235,93.642838,60.5,41.799999,3.8013587,1.6,43051,2675,0
MA,25,Massachusetts,State,2010,"6,547,629",3.0999999,839.4,2129,8600000US02129,ZCTA5 02129,.5248,8931,12.742134,84.413841,2.1099999,90.099998,63.5,103834,143820,69219,1,3.9067154,.6614514,1064,78.481377,35.299999,10.5,6.1251512,1,69219,2129,0
MA,25,Massachusetts,State,2010,"6,547,629",3.0999999,839.4,1463,8600000US01463,ZCTA5 01463,.428,4346,12.701335,85.503914,2.77,94.300003,37.700001,90029,111082,40919,2.5,5.5275636,.083989501,694,94.519943,42.900002,13.1,6.1242499,2.5,40919,1463,0
MA,25,Massachusetts,State,2010,"6,547,629",3.0999999,839.4,1008,8600000US01008,ZCTA5 01008,.3493,548,22.445255,73.175186,2.3199999,89.5,28.5,62750,78022,33933,2.5999999,7.8666668,0,31,97.947456,49.900002,22.6,2.545156,2.5999999,33933,1008,0
MA,25,Massachusetts,State,2010,"6,547,629",3.0999999,839.4,2108,8600000US02108,ZCTA5 02108,.51410002,1888,1.7478814,97.192795,1.9,96.300003,83.599998,126224,192935,88470,.30000001,8.2101164,0,605,78.580544,34,12.2,15.445494,.30000001,88470,2108,0
MA,25,Massachusetts,State,2010,"6,547,629",3.0999999,839.4,1906,8600000US01906,ZCTA5 01906,.40020001,10210,11.811949,85.876595,2.71,90.599998,26.5,82188,96266,36419,2.9000001,7.4210138,.033850972,1274,83.055962,45.700001,19.6,4.743289,2.9000001,36419,1906,0
MA,25,Massachusetts,State,2010,"6,547,629",3.0999999,839.4,1940,8600000US01940,ZCTA5 01940,.4355,4949,11.09315,86.25985,2.71,96,52.799999,113509,143982,53792,.5,7.5119944,0,602,87.476448,45.400002,20.1,4.726759,.5,53792,1940,0
MA,25,Massachusetts,State,2010,"6,547,629",3.0999999,839.4,1516,8600000US01516,ZCTA5 01516,.333,3151,14.1225,82.386543,2.78,96.5,34.599998,94531,103380,37825,.1,2.7338409,0,354,92.337616,41.700001,9.6000004,4.1730518,.1,37825,1516,0
MA,25,Massachusetts,State,2010,"6,547,629",3.0999999,839.4,1550,8600000US01550,ZCTA5 01550,.4269,6926,21.137741,74.906151,2.4000001,82.099998,15.9,50202,61485,25977,4.5999999,8.3249302,.13131018,763,69.208595,40.099998,15.7,4.7810011,4.5999999,25977,1550,0
MA,25,Massachusetts,State,2010,"6,547,629",3.0999999,839.4,1821,8600000US01821,ZCTA5 01821,.36989999,11211,8.9822493,89.61734,2.8800001,93.199997,34.099998,99881,110998,39431,2.8,4.7092137,0,1930,87.666321,40.700001,15.4,6.2940254,2.8,39431,1821,0
MA,25,Massachusetts,State,2010,"6,547,629",3.0999999,839.4,1118,8600000US01118,ZCTA5 01118,.42179999,5701,11.804947,86.651466,2.5699999,90.099998,31.4,61112,74068,29498,1.9,5.6779437,0,867,80.54171,36.799999,16.700001,6.2621884,1.9,29498,1118,0
MA,25,Massachusetts,State,2010,"6,547,629",3.0999999,839.4,1062,8600000US01062,ZCTA5 01062,.46259999,4281,13.641672,84.653122,2.4000001,93.699997,53.799999,73438,94257,38373,1.6,6.6297355,0,400,89.109207,45.200001,16.800001,3.9856517,1.6,38373,1062,0
MA,25,Massachusetts,State,2010,"6,547,629",3.0999999,839.4,2144,8600000US02144,ZCTA5 02144,.41679999,10792,9.8220901,86.740181,2.24,94.099998,71.599998,102033,121394,55466,2.9000001,3.8256946,.039689541,2688,85.249977,31.299999,10.4,11.331254,2.9000001,55466,2144,0
MA,25,Massachusetts,State,2010,"6,547,629",3.0999999,839.4,2452,8600000US02452,ZCTA5 02452,.4149,5112,11.267606,86.776215,2.1900001,92.900002,52.799999,87055,105988,37103,3.5999999,5.5938339,0,4484,66.24221,33.299999,14,30.051605,3.5999999,37103,2452,0
MA,25,Massachusetts,State,2010,"6,547,629",3.0999999,839.4,2474,8600000US02474,ZCTA5 02474,.4289,11400,8.5175438,89.991226,2.45,97.099998,70.5,104583,130944,53978,.69999999,3.6933713,.075535409,1543,77.59491,39.599998,14.7,5.947196,.69999999,53978,2474,0
MA,25,Massachusetts,State,2010,"6,547,629",3.0999999,839.4,1436,8600000US01436,ZCTA5 01436,.44800001,1229,16.354759,83.645241,2.6800001,88.900002,23,60156,84568,31607,1.7,3.8900416,0,97,98.111481,43.299999,16.200001,2.9546146,1.7,31607,1436,0
MA,25,Massachusetts,State,2010,"6,547,629",3.0999999,839.4,1432,8600000US01432,ZCTA5 01432,.38789999,3387,12.252731,83.20047,2.27,95.5,40.400002,79750,95825,42774,2.5999999,4.1845493,2.1344378,782,88.190605,39.099998,11.8,10.801105,2.5999999,42774,1432,0
MA,25,Massachusetts,State,2010,"6,547,629",3.0999999,839.4,1240,8600000US01240,ZCTA5 01240,.51859999,2201,17.628351,72.875969,1.91,96,53.799999,68948,108281,53659,.89999998,4.8169556,0,268,91.904221,57.200001,38.799999,6.1117444,.89999998,53659,1240,0
MA,25,Massachusetts,State,2010,"6,547,629",3.0999999,839.4,2767,8600000US02767,ZCTA5 02767,.37850001,4838,7.048367,91.814796,2.8599999,94,37.799999,93125,105753,37523,1.7,6.0052876,.20521057,738,89.080116,40,16.6,5.54637,1.7,37523,2767,0
MA,25,Massachusetts,State,2010,"6,547,629",3.0999999,839.4,1450,8600000US01450,ZCTA5 01450,.4104,4101,7.5347476,92.001953,2.72,98.300003,66.199997,123918,145285,53410,1.1,3.9176292,0,508,93.952965,45.599998,14.9,4.7405748,1.1,53410,1450,0
MA,25,Massachusetts,State,2010,"6,547,629",3.0999999,839.4,2138,8600000US02138,ZCTA5 02138,.54610002,13542,7.6650419,84.52961,2.01,97.599998,84.900002,87671,140947,53368,2.4000001,4.7325878,.017707473,14121,70.528671,28.200001,12.099999,38.963081,2.4000001,53368,2138,0
MA,25,Massachusetts,State,2010,"6,547,629",3.0999999,839.4,1801,8600000US01801,ZCTA5 01801,.39300001,15650,10.888179,85.878593,2.5599999,94.5,42.299999,84857,98876,39344,2.4000001,4.9337049,.21907751,1951,79.148903,40,15.799999,5.1029215,2.4000001,39344,1801,0
MA,25,Massachusetts,State,2010,"6,547,629",3.0999999,839.4,2717,8600000US02717,ZCTA5 02717,.39120001,1689,11.545293,81.764359,2.76,89.599998,25.700001,81123,96036,35330,1.6,4.9107141,0,214,91.50135,44.200001,17.6,4.8241658,1.6,35330,2717,0
MA,25,Massachusetts,State,2010,"6,547,629",3.0999999,839.4,1907,8600000US01907,ZCTA5 01907,.46779999,5494,13.214416,83.78231,2.6400001,95.300003,54.299999,105029,136524,51759,1.3,4.5043864,0,911,85.099365,44.599998,20.200001,6.6803551,1.3,51759,1907,0
MA,25,Massachusetts,State,2010,"6,547,629",3.0999999,839.4,2019,8600000US02019,ZCTA5 02019,.4359,6347,9.7526388,87.726486,2.6600001,94,30.6,95533,118476,45200,3,5.5027561,0,1025,90.457924,40.599998,13.1,6.3428216,3,45200,2019,0
MA,25,Massachusetts,State,2010,"6,547,629",3.0999999,839.4,1966,8600000US01966,ZCTA5 01966,.46450001,3201,15.057795,81.724464,2.22,97.599998,51.700001,72015,97179,43976,1.8,5.4960155,0,152,95.921936,53.400002,28.700001,2.2138071,1.8,43976,1966,0
MA,25,Massachusetts,State,2010,"6,547,629",3.0999999,839.4,2538,8600000US02538,ZCTA5 02538,.3461,1440,10.277778,89.027779,2.47,91.599998,14.9,67993,68527,29027,10.4,6.3143754,0,124,94.384636,42.099998,11,3.6077974,10.4,29027,2538,0
MA,25,Massachusetts,State,2010,"6,547,629",3.0999999,839.4,2660,8600000US02660,ZCTA5 02660,.46579999,3202,18.613367,78.044975,2.04,96.099998,34.700001,54924,76834,37433,4.3000002,7.7232003,.18606225,229,89.753258,56.700001,36.200001,3.5989313,4.3000002,37433,2660,0
MA,25,Massachusetts,State,2010,"6,547,629",3.0999999,839.4,2664,8600000US02664,ZCTA5 02664,.42910001,4176,15.541187,82.279694,2.1800001,94.699997,30.299999,56242,72702,33321,3.2,9.090909,0,426,87.435143,52.400002,30,4.8048725,3.2,33321,2664,0
MA,25,Massachusetts,State,2010,"6,547,629",3.0999999,839.4,2134,8600000US02134,ZCTA5 02134,.50150001,7855,11.126671,88.198601,2.28,90.199997,64.800003,49938,69218,33179,5.0999999,5.0783491,.04131256,5634,59.224613,27,5.9000001,31.747999,5.0999999,33179,2134,0
MA,25,Massachusetts,State,2010,"6,547,629",3.0999999,839.4,2301,8600000US02301,ZCTA5 02301,.45609999,21042,21.86104,75.810287,2.8499999,79.099998,17.799999,47724,63729,23384,4.3000002,9.8540726,.017033599,4165,51.930973,35.099998,12.8,7.3414063,4.3000002,23384,2301,0
MA,25,Massachusetts,State,2010,"6,547,629",3.0999999,839.4,2721,8600000US02721,ZCTA5 02721,.48019999,10897,31.302193,62.852161,2.3699999,67.900002,10,33383,46298,20156,4.6999998,10.065459,0,1581,61.848537,38.299999,16.299999,6.5498385,4.6999998,20156,2721,0
MA,25,Massachusetts,State,2010,"6,547,629",3.0999999,839.4,2780,8600000US02780,ZCTA5 02780,.4384,19934,20.106352,77.651253,2.49,83.5,19.6,53201,69475,28371,2.5999999,6.2443438,.072072968,2669,79.80806,39.700001,15.5,5.6794486,2.5999999,28371,2780,0
MA,25,Massachusetts,State,2010,"6,547,629",3.0999999,839.4,1603,8600000US01603,ZCTA5 01603,.5061,7203,21.227266,75.454674,2.6700001,81.400002,20,42259,63797,24635,3.5,8.1666832,.092154577,1322,62.960197,37,13.599999,7.0536761,3.5,24635,1603,0
MA,25,Massachusetts,State,2010,"6,547,629",3.0999999,839.4,1013,8600000US01013,ZCTA5 01013,.42919999,9273,20.047449,77.137924,2.4100001,80.599998,17.4,39868,51896,21738,3.2,8.7412281,.043038521,1758,70.687828,35,14.6,8.1099787,3.2,21738,1013,0
MA,25,Massachusetts,State,2010,"6,547,629",3.0999999,839.4,1960,8600000US01960,ZCTA5 01960,.43790001,21251,18.573244,78.721001,2.4400001,89.800003,30.700001,65060,84219,35077,2.5999999,5.2183757,.085802026,3059,78.005356,44.400002,20.9,6.2033582,2.5999999,35077,1960,0
MA,25,Massachusetts,State,2010,"6,547,629",3.0999999,839.4,1225,8600000US01225,ZCTA5 01225,.41209999,1404,23.219374,75.356125,2.26,93.5,21.1,61512,75573,33984,1.5,10.04016,0,117,98.802399,48.200001,21.1,3.8922155,1.5,33984,1225,0
MA,25,Massachusetts,State,2010,"6,547,629",3.0999999,839.4,2038,8600000US02038,ZCTA5 02038,.42340001,11288,6.9720058,92.026932,2.8099999,96.099998,56,111935,139886,48712,1.6,5.4317474,0,2429,90.019585,40,11.9,7.8000064,1.6,48712,2038,0
MA,25,Massachusetts,State,2010,"6,547,629",3.0999999,839.4,2725,8600000US02725,ZCTA5 02725,.3944,933,17.792068,76.634514,2.49,78.300003,17.799999,70183,74199,30103,5.4000001,7.563025,0,140,75.460876,52.700001,25.299999,5.7353544,5.4000001,30103,2725,0
MA,25,Massachusetts,State,2010,"6,547,629",3.0999999,839.4,1742,8600000US01742,ZCTA5 01742,.4781,6741,7.1799436,91.010239,2.5799999,94.599998,71.400002,137547,193610,68083,3,3.5435364,.13024224,573,86.446091,46.599998,19.299999,3.1028321,3,68083,1742,0
MA,25,Massachusetts,State,2010,"6,547,629",3.0999999,839.4,1568,8600000US01568,ZCTA5 01568,.37740001,2725,8.0733948,90.678902,2.8199999,96.900002,52.099998,119115,135196,48540,1.4,5.5442867,0,371,96.503593,42,12.7,5.0277815,1.4,48540,1568,0
MA,25,Massachusetts,State,2010,"6,547,629",3.0999999,839.4,1430,8600000US01430,ZCTA5 01430,.3743,2024,7.1640315,90.217392,2.96,97.199997,36.900002,85064,100483,33886,1.9,6.4000001,0,560,96.045586,41.099998,12.1,9.6701775,1.9,33886,1430,0
MA,25,Massachusetts,State,2010,"6,547,629",3.0999999,839.4,2191,8600000US02191,ZCTA5 02191,.3802,3501,12.482148,84.661522,2.27,94,37.200001,73948,90690,39691,1.5,7.1310458,0,378,92.12516,47.200001,19.299999,4.9282923,1.5,39691,2191,0
MA,25,Massachusetts,State,2010,"6,547,629",3.0999999,839.4,2537,8600000US02537,ZCTA5 02537,.41710001,2430,6.1316872,91.687241,2.6900001,98,55.799999,95966,117953,44247,3.7,5.9568343,.25242719,320,97.05835,45.700001,19.700001,5.1721354,3.7,44247,2537,0
MA,25,Massachusetts,State,2010,"6,547,629",3.0999999,839.4,2718,8600000US02718,ZCTA5 02718,.42660001,2287,10.056843,89.287277,2.75,87.5,28.200001,93034,108885,41172,1.4,4.8189492,0,286,85.892677,44,17.1,4.8261895,1.4,41172,2718,0
MA,25,Massachusetts,State,2010,"6,547,629",3.0999999,839.4,1119,8600000US01119,ZCTA5 01119,.43149999,4822,19.68063,76.524261,2.55,84.199997,21.299999,47439,58957,22681,2.4000001,10.101483,.10991024,1845,77.856865,34.700001,14.7,14.430974,2.4000001,22681,1119,0
MA,25,Massachusetts,State,2010,"6,547,629",3.0999999,839.4,2142,8600000US02142,ZCTA5 02142,.54070002,1326,5.3544493,93.96682,1.85,99.699997,91.800003,120729,184100,86820,1.9,6.834734,.91709465,932,57.497341,31.700001,12.5,33.03793,1.9,86820,2142,0
MA,25,Massachusetts,State,2010,"6,547,629",3.0999999,839.4,1521,8600000US01521,ZCTA5 01521,.35229999,951,12.828602,83.596214,2.6400001,94.300003,31.9,78348,89316,34752,2.9000001,8.1799593,0,106,94.963722,43.700001,14.400001,4.5241146,2.9000001,34752,1521,0
MA,25,Massachusetts,State,2010,"6,547,629",3.0999999,839.4,1236,8600000US01236,ZCTA5 01236,.44010001,427,8.430913,91.569084,2.72,90.800003,51,57014,92254,32948,9.5,6.2593145,0,40,92.506462,42.200001,21,3.4453058,9.5,32948,1236,0
MA,25,Massachusetts,State,2010,"6,547,629",3.0999999,839.4,2726,8600000US02726,ZCTA5 02726,.3865,6062,15.423952,81.689209,2.5799999,88.599998,28,75154,86694,34028,1.7,7.5157571,0,821,86.862473,46.400002,22.5,5.4309716,1.7,34028,2726,0
MA,25,Massachusetts,State,2010,"6,547,629",3.0999999,839.4,2111,8600000US02111,ZCTA5 02111,.66890001,3202,16.20862,81.761398,1.96,75.199997,54,39329,112325,50468,3.4000001,9.473175,0,2053,45.861393,33,12,28.801908,3.4000001,50468,2111,0
MA,25,Massachusetts,State,2010,"6,547,629",3.0999999,839.4,1301,8600000US01301,ZCTA5 01301,.45640001,7995,18.886805,78.699188,2.1300001,92.599998,31.799999,48477,65614,30169,3.2,5.1961493,0,1328,91.017357,44.099998,19.9,7.9473372,3.2,30169,1301,0
MA,25,Massachusetts,State,2010,"6,547,629",3.0999999,839.4,1038,8600000US01038,ZCTA5 01038,.38519999,1337,16.305161,82.64772,2.1600001,98.400002,37.5,67096,85687,39453,.60000002,1.3233602,0,81,97.837646,51.400002,25.1,2.8713222,.60000002,39453,1038,0
MA,25,Massachusetts,State,2010,"6,547,629",3.0999999,839.4,2370,8600000US02370,ZCTA5 02370,.38550001,6853,12.067708,85.918579,2.5699999,95.699997,29,77573,90020,35556,2.0999999,3.6124952,0,1019,92.108528,41.200001,16.1,6.0235267,2.0999999,35556,2370,0
MA,25,Massachusetts,State,2010,"6,547,629",3.0999999,839.4,1778,8600000US01778,ZCTA5 01778,.45019999,5044,6.1260905,92.069786,2.73,98.699997,82.5,166548,213442,78360,.2,1.0288066,0,573,81.84478,44.5,17.9,4.4117646,.2,78360,1778,0
MA,25,Massachusetts,State,2010,"6,547,629",3.0999999,839.4,2145,8600000US02145,ZCTA5 02145,.42829999,10409,15.236814,82.697662,2.53,84.099998,40.400002,68553,84425,34795,5.0999999,6.9192553,.39100254,2313,57.708183,33.900002,9.8000002,9.1807575,5.0999999,34795,2145,0
MA,25,Massachusetts,State,2010,"6,547,629",3.0999999,839.4,1060,8600000US01060,ZCTA5 01060,.52240002,6563,11.747676,86.225815,2.03,95.400002,61.799999,57485,84681,36152,2.3,5.4100842,0,3102,85.951599,34.299999,15.099999,20.287769,2.3,36152,1060,0
MA,25,Massachusetts,State,2010,"6,547,629",3.0999999,839.4,1082,8600000US01082,ZCTA5 01082,.39520001,4455,18.338945,79.438835,2.3900001,91.699997,21.799999,51768,65600,27830,2.5999999,7.816052,.42242265,560,94.520271,41.799999,17.4,5.5793562,2.5999999,27830,1082,0
MA,25,Massachusetts,State,2010,"6,547,629",3.0999999,839.4,2648,8600000US02648,ZCTA5 02648,.37900001,2696,6.3798218,92.062317,2.4400001,95.400002,39.599998,82406,91899,37785,1.9,2.5149081,0,369,94.487938,49.700001,18.299999,5.8955107,1.9,37785,2648,0
MA,25,Massachusetts,State,2010,"6,547,629",3.0999999,839.4,1534,8600000US01534,ZCTA5 01534,.40369999,2236,10.152058,87.209305,2.71,94.099998,38.900002,89348,110860,40700,3,5.6745481,1.0946052,288,90.605042,44.299999,15.3,4.8403363,3,40700,1534,0
MA,25,Massachusetts,State,2010,"6,547,629",3.0999999,839.4,1890,8600000US01890,ZCTA5 01890,.47530001,7928,7.7951565,90.981331,2.8099999,97.800003,75.5,152196,210543,74405,1,2.8653796,0,866,80.664963,43.299999,17.799999,4.0899215,1,74405,1890,0
MA,25,Massachusetts,State,2010,"6,547,629",3.0999999,839.4,2445,8600000US02445,ZCTA5 02445,.51880002,8473,5.1221528,92.163345,2.4200001,97.699997,80.400002,111642,163850,67261,1.2,4.0370889,.25822723,2044,71.299599,36,15.1,10.42538,1.2,67261,2445,0
MA,25,Massachusetts,State,2010,"6,547,629",3.0999999,839.4,1908,8600000US01908,ZCTA5 01908,.48660001,1597,13.400126,84.596115,2.1500001,97.5,52.900002,81384,124754,57969,1.3,2.4414063,0,128,88.581413,51.799999,24.200001,3.7285173,1.3,57969,1908,0
MA,25,Massachusetts,State,2010,"6,547,629",3.0999999,839.4,2113,8600000US02113,ZCTA5 02113,.44620001,4370,9.8169336,89.24485,1.7,95,77.300003,91212,118824,72080,1.4,1.3684571,.37862852,1033,83.60434,29.9,10.6,13.99729,1.4,72080,2113,0
MA,25,Massachusetts,State,2010,"6,547,629",3.0999999,839.4,1731,8600000US01731,ZCTA5 01731,.30930001,540,0,99.444443,3.5899999,99.800003,54.799999,93276,98165,27220,0,7.9487181,38.455078,223,89.880951,23,.40000001,13.273809,0,27220,1731,0
MA,25,Massachusetts,State,2010,"6,547,629",3.0999999,839.4,2478,8600000US02478,ZCTA5 02478,.47310001,9708,7.1590443,91.996292,2.6400001,96.5,72.699997,118342,161082,61082,2.2,4.448153,.024637824,1458,71.466431,41.599998,16.6,5.9439845,2.2,61082,2478,0
MA,25,Massachusetts,State,2010,"6,547,629",3.0999999,839.4,2553,8600000US02553,ZCTA5 02553,.1107,35,40,60,,100,60,,,,0,,0,0,100,,100,0,0,,2553,0
MA,25,Massachusetts,State,2010,"6,547,629",3.0999999,839.4,1128,8600000US01128,ZCTA5 01128,.40849999,1097,10.391978,87.967186,2.55,92.400002,25.200001,65977,86874,35083,3.7,6.2807879,0,188,84.335014,48.299999,21.200001,7.2896471,3.7,35083,1128,0
MA,25,Massachusetts,State,2010,"6,547,629",3.0999999,839.4,1607,8600000US01607,ZCTA5 01607,.43079999,3694,17.569031,79.263672,2.3399999,83.5,23,43500,56251,24723,3.9000001,6.2762432,.29494381,513,69.394798,36.200001,10.4,6.323185,3.9000001,24723,1607,0
MA,25,Massachusetts,State,2010,"6,547,629",3.0999999,839.4,2332,8600000US02332,ZCTA5 02332,.42930001,5427,6.9651742,91.929245,2.8499999,98.900002,68.599998,123613,155330,55225,1.4,5.0677032,0,910,97.589066,45.5,19.200001,6.1283588,1.4,55225,2332,0
MA,25,Massachusetts,State,2010,"6,547,629",3.0999999,839.4,1867,8600000US01867,ZCTA5 01867,.4188,9063,7.2933908,90.378464,2.73,97,61.200001,113553,138406,51120,1.2,3.6621931,0,1269,90.95929,42.5,15.7,5.4321303,1.2,51120,1867,0
MA,25,Massachusetts,State,2010,"6,547,629",3.0999999,839.4,1810,8600000US01810,ZCTA5 01810,.45159999,12369,4.8104134,93.41095,2.73,97.400002,73.699997,143292,179237,63468,1.1,4.36622,.043552425,2765,82.113411,42.299999,14.299999,8.2606354,1.1,63468,1810,0
MA,25,Massachusetts,State,2010,"6,547,629",3.0999999,839.4,2647,8600000US02647,ZCTA5 02647,.2802,74,12.162162,87.837837,1.64,100,81.699997,,107047,65467,0,0,0,0,100,66.900002,90,0,0,65467,2647,0
MA,25,Massachusetts,State,2010,"6,547,629",3.0999999,839.4,2081,8600000US02081,ZCTA5 02081,.43009999,7027,8.4958019,89.18457,2.74,94.099998,52.700001,105420,133936,48885,.89999998,4.0378671,0,1022,89.49559,43,17.4,5.5972395,.89999998,48885,2081,0
MA,25,Massachusetts,State,2010,"6,547,629",3.0999999,839.4,2052,8600000US02052,ZCTA5 02052,.4578,4189,3.4853187,94.270706,3,98.900002,72.5,153847,207293,69495,.2,3.9262064,0,606,89.193047,42.700001,12.2,5.0885882,.2,69495,2052,0
MA,25,Massachusetts,State,2010,"6,547,629",3.0999999,839.4,1701,8600000US01701,ZCTA5 01701,.41119999,12587,7.5474696,91.491219,2.5,95.699997,58.599998,105940,124057,49590,3.0999999,4.035779,.070797779,1822,78.676636,45.5,19.299999,5.9771018,3.0999999,49590,1701,0
MA,25,Massachusetts,State,2010,"6,547,629",3.0999999,839.4,1983,8600000US01983,ZCTA5 01983,.3881,2237,6.8842201,91.774696,2.8299999,97.300003,58.599998,131387,153381,54091,.89999998,3.4336069,0,298,95.80925,46.299999,23.1,4.7848425,.89999998,54091,1983,0
MA,25,Massachusetts,State,2010,"6,547,629",3.0999999,839.4,1440,8600000US01440,ZCTA5 01440,.43990001,8254,18.330507,79.197968,2.3399999,87.699997,18.6,48915,62384,25866,1.5,5.8071442,.041948821,1091,89.423622,40.599998,15.6,5.6397004,1.5,25866,1440,0
MA,25,Massachusetts,State,2010,"6,547,629",3.0999999,839.4,1902,8600000US01902,ZCTA5 01902,.48859999,17154,21.376938,75.871513,2.77,75.800003,17.4,42851,59903,22841,6.5999999,7.0495977,.069975242,3127,42.593807,33,11.3,7.0639529,6.5999999,22841,1902,0
MA,25,Massachusetts,State,2010,"6,547,629",3.0999999,839.4,2451,8600000US02451,ZCTA5 02451,.40130001,7346,10.522734,87.952629,2.53,95,50.700001,94886,111256,45244,3.2,5.2156129,.087801822,1516,68.771927,38.299999,15.5,8.5795135,3.2,45244,2451,0
MA,25,Massachusetts,State,2010,"6,547,629",3.0999999,839.4,2651,8600000US02651,ZCTA5 02651,,0,,,,,,,,,,,,0,,,100,,,,2651,0
MA,25,Massachusetts,State,2010,"6,547,629",3.0999999,839.4,1515,8600000US01515,ZCTA5 01515,.3908,828,16.545895,82.608696,2.5599999,90.400002,32.5,80234,93723,36927,1.4,4.7796865,0,120,94.450211,42.200001,16.4,6.2240663,1.4,36927,1515,0
MA,25,Massachusetts,State,2010,"6,547,629",3.0999999,839.4,1001,8600000US01001,ZCTA5 01001,.41620001,7460,18.726542,77.345848,2.28,91.300003,30.1,57694,74096,33135,3.0999999,4.5715523,.10212418,1042,83.213516,45.799999,23.200001,6.2425113,3.0999999,33135,1001,0
MA,25,Massachusetts,State,2010,"6,547,629",3.0999999,839.4,2186,8600000US02186,ZCTA5 02186,.44139999,8970,9.8439245,87.369011,2.8599999,95.599998,61.799999,126000,160598,52958,1.1,3.9096498,.065746218,2978,81.827705,38.700001,15.6,11.556073,1.1,52958,2186,0
MA,25,Massachusetts,State,2010,"6,547,629",3.0999999,839.4,1109,8600000US01109,ZCTA5 01109,.45550001,9591,28.432905,66.072357,2.8099999,77.900002,15.1,35191,45831,15703,5.3000002,10.89077,0,4957,66.821968,27.9,11,17.496117,5.3000002,15703,1109,0
MA,25,Massachusetts,State,2010,"6,547,629",3.0999999,839.4,1005,8600000US01005,ZCTA5 01005,.42809999,1785,16.190475,81.624649,2.6900001,96.5,30.9,70325,95958,35334,1,5.2798309,0,308,97.375977,45.400002,14.7,6.3140631,1,35334,1005,0
MA,25,Massachusetts,State,2010,"6,547,629",3.0999999,839.4,2210,8600000US02210,ZCTA5 02210,.4172,1543,0,99.351913,1.55,100,85.599998,170152,212297,128703,1.2,3.7091265,8.9983711,100,85.668793,36.400002,6,3.9808917,1.2,128703,2210,0
MA,25,Massachusetts,State,2010,"6,547,629",3.0999999,839.4,2745,8600000US02745,ZCTA5 02745,.40849999,10119,19.97233,76.885071,2.3499999,80.300003,19.4,56277,66755,28763,3.3,7.8849111,.14196201,1351,71.915207,43,17.4,5.8328295,3.3,28763,2745,0
MA,25,Massachusetts,State,2010,"6,547,629",3.0999999,839.4,1129,8600000US01129,ZCTA5 01129,.3881,2787,17.438105,80.803734,2.4000001,89.199997,28.4,63895,72225,30597,.89999998,5.9159317,0,319,82.415855,42.900002,17.699999,5.0173011,.89999998,30597,1129,0
MA,25,Massachusetts,State,2010,"6,547,629",3.0999999,839.4,1085,8600000US01085,ZCTA5 01085,.40099999,15542,15.750869,81.990738,2.51,92.199997,32,62423,77265,29630,2.0999999,6.3533735,.10447805,4638,86.278694,39.099998,16.1,11.791625,2.0999999,29630,1085,0
MA,25,Massachusetts,State,2010,"6,547,629",3.0999999,839.4,1757,8600000US01757,ZCTA5 01757,.40169999,11086,12.006134,84.764565,2.5699999,91.900002,36.700001,75976,90904,36016,3.5,5.4139738,0,1329,73.076202,39.700001,13.7,4.9621029,3.5,36016,1757,0
MA,25,Massachusetts,State,2010,"6,547,629",3.0999999,839.4,2790,8600000US02790,ZCTA5 02790,.42140001,6239,12.437891,83.458885,2.54,86.800003,34.599998,80569,95268,38194,1.1,5.9034848,0,885,86.360931,46.700001,22.800001,5.8481464,1.1,38194,2790,0
MA,25,Massachusetts,State,2010,"6,547,629",3.0999999,839.4,1852,8600000US01852,ZCTA5 01852,.47729999,13830,25.018076,71.308746,2.45,80.199997,26.700001,50911,67861,28059,5.5,8.4423628,0,2662,58.437683,36.900002,12.4,8.2714481,5.5,28059,1852,0
MA,25,Massachusetts,State,2010,"6,547,629",3.0999999,839.4,2723,8600000US02723,ZCTA5 02723,.4567,6672,30.665468,65.917267,2.1300001,70.699997,10.2,37617,50026,24087,5.0999999,9.6349745,0,697,59.171055,39.099998,13.9,5.3202047,5.0999999,24087,2723,0
MA,25,Massachusetts,State,2010,"6,547,629",3.0999999,839.4,1930,8600000US01930,ZCTA5 01930,.47670001,12906,15.705873,80.884857,2.29,90.900002,38.599998,65348,90086,39670,3,6.1253386,.19465856,1104,90.294357,49,20.9,3.864058,3,39670,1930,0
MA,25,Massachusetts,State,2010,"6,547,629",3.0999999,839.4,1748,8600000US01748,ZCTA5 01748,.3698,5614,3.5625222,95.083717,2.96,97,68.199997,151357,177518,60222,1.5,4.4030013,0,790,91.000824,40.799999,9.8999996,5.0136447,1.5,60222,1748,0
MA,25,Massachusetts,State,2010,"6,547,629",3.0999999,839.4,2110,8600000US02110,ZCTA5 02110,.64270002,1347,6.0133629,87.750557,1.66,100,84.699997,108438,256500,152610,3.5999999,1.0218978,0,196,83.13253,54.299999,28.799999,8.7460957,3.5999999,152610,2110,0
